Therapeutic,CH1 Isotype,VD LC,Fab_Total_SASA,Fab_Total_SAP,Ch_A_Length,Ch_B_Length,Fab_Total_AAs,Chain_SASA,Chain_SAP,Num_Hydrophobic_Patches,Largest_Hydrophobic_Patch_Size,Largest_Hydrophobic_Patch_SASA,Max_Hydrophobic_Patch_Intensity,Mean_Hydrophobic_Patch_Intensity,Sum_Total_Hydrophobic_Patch_SASA,Top_Hydrophobic_Patch_Burden,Hydro_Dipole_Moment_X,Hydro_Dipole_Moment_Y,Hydro_Dipole_Moment_Z,Num_Aromatic_Patches,Largest_Aromatic_Patch_Size,Largest_Aromatic_Patch_SASA,Max_Aromatic_Patch_Intensity,Mean_Aromatic_Patch_Intensity,Sum_Total_Aromatic_Patch_SASA,Top_Aromatic_Patch_Burden,Net_Charge,Dipole_Moment_X,Dipole_Moment_Y,Dipole_Moment_Z,Complementary_Charge_Patches,Chain_Num_Hydrophobic_Patches,Chain_Largest_Hydrophobic_Patch_Size,Chain_Largest_Hydrophobic_Patch_SASA,Chain_Max_Hydrophobic_Patch_Intensity,Chain_Mean_Hydrophobic_Patch_Intensity,Chain_Sum_Total_Hydrophobic_Patch_SASA,Chain_Top_Hydrophobic_Patch_Burden,Chain_Hydro_Dipole_Moment_X,Chain_Hydro_Dipole_Moment_Y,Chain_Hydro_Dipole_Moment_Z,Chain_Num_Aromatic_Patches,Chain_Largest_Aromatic_Patch_Size,Chain_Largest_Aromatic_Patch_SASA,Chain_Max_Aromatic_Patch_Intensity,Chain_Mean_Aromatic_Patch_Intensity,Chain_Sum_Total_Aromatic_Patch_SASA,Chain_Top_Aromatic_Patch_Burden,Chain_Net_Charge,Chain_Dipole_Moment_X,Chain_Dipole_Moment_Y,Chain_Dipole_Moment_Z,Chain_Complementary_Charge_Patches
Nepuvibart,G1,Kappa,25083.24,-189.15,218,214,432,11500.73,-205.17,8,10,726.89,0.6187,0.3697,3780.26,248.9301,-5.908,9.138,3.996,0,0,0.0,0.0,0.0,0.0,0.0,3.61,-182.399,-636.521,-379.035,63,3,5,359.71,0.6187,0.4405,841.96,222.5394,3.592,0.559,-3.337,0,0,0.0,0.0,0.0,0.0,0.0,1.8,-396.884,149.665,-2.304,34
Netakimab,G1,Kappa,26608.63,-25.22,223,215,438,12767.7,-186.91,4,31,2548.25,0.6777,0.4224,3689.94,1726.9132,9.573,11.393,-15.415,0,0,0.0,0.0,0.0,0.0,0.0,3.61,-837.691,227.072,-250.262,64,2,7,357.31,1.1819,0.899,711.89,422.3124,-0.35,7.205,-6.2,0,0,0.0,0.0,0.0,0.0,0.0,1.8,-534.4,-226.496,-62.978,40
Nimacimab,G4,Kappa,25463.34,-98.35,201,215,416,13021.4,-222.85,4,22,1964.98,0.6281,0.333,2661.67,1234.2634,5.98,1.473,-15.348,0,0,0.0,0.0,0.0,0.0,0.0,7.24,-63.259,453.28,639.646,74,2,5,378.72,0.578,0.4379,611.85,134.7424,0.749,9.78,-7.416,0,0,0.0,0.0,0.0,0.0,0.0,4.52,-333.264,-0.934,328.618,39
Nimotuzumab,G1,Kappa,28409.34,-46.2,221,219,440,13161.43,-117.95,6,10,925.06,0.9788,0.6268,3504.85,501.1534,5.143,-1.732,-12.609,2,4,445.59,111.3985,88.5412,708.33,49638.4588,5.43,-337.523,771.194,-218.082,60,2,7,445.59,0.9788,0.8137,858.44,436.1648,7.475,4.78,1.62,1,4,445.59,111.3985,111.3985,445.59,49638.4588,3.62,-94.043,244.02,-196.638,33
Nirsevimab,G1,Kappa,27612.55,-366.46,224,214,438,14074.48,-253.85,5,13,973.17,0.7591,0.4162,3345.8,529.368,-10.583,6.211,-6.592,0,0,0.0,0.0,0.0,0.0,0.0,5.42,-200.812,545.713,-448.091,66,2,6,365.95,0.5061,0.3036,654.48,146.0221,-3.556,-6.077,-5.287,0,0,0.0,0.0,0.0,0.0,0.0,1.8,175.65,304.243,41.236,37
Nisevokitug,G2,Lambda,22033.16,-246.12,205,214,419,10801.73,-250.8,7,9,549.63,0.6645,0.2516,2781.24,287.3352,0.506,-4.894,9.468,0,0,0.0,0.0,0.0,0.0,0.0,4.51,245.2,-463.295,395.343,66,2,6,367.63,0.1662,0.0243,677.7,61.0915,1.373,-10.681,5.07,0,0,0.0,0.0,0.0,0.0,0.0,2.7,125.667,-54.643,397.289,38
Nivisnebart,G1,Kappa,22265.09,-231.13,227,214,441,11228.18,-238.14,6,13,822.68,0.6495,0.3536,2794.77,456.7714,-1.236,3.68,-5.99,0,0,0.0,0.0,0.0,0.0,0.0,3.61,-182.886,422.081,579.207,68,3,7,432.89,0.6495,0.4483,1059.01,255.5209,3.632,8.72,0.543,0,0,0.0,0.0,0.0,0.0,0.0,1.8,-410.864,-61.804,242.419,36
Nivolumab,G4,Kappa,24868.59,-224.2,197,214,411,13066.89,-210.73,6,16,1322.42,1.1079,0.5593,4130.27,1075.6026,6.236,6.396,-1.547,1,4,572.69,143.1715,143.1715,572.69,81992.2961,4.51,-126.502,519.204,740.111,73,4,7,393.36,0.8901,0.644,1256.83,350.1339,4.218,6.884,1.493,0,0,0.0,0.0,0.0,0.0,0.0,1.8,-487.757,-144.771,158.393,38
Nofazinlimab,G4,Kappa,25801.41,-120.79,199,219,418,12931.98,-177.39,6,18,1181.69,1.2876,0.5899,4020.39,927.1061,3.43,-11.503,0.907,1,4,720.01,180.002,180.002,720.01,129602.8477,4.51,-11.171,717.238,282.722,69,2,9,571.87,0.7075,0.6724,917.8,404.5727,5.276,0.52,6.816,0,0,0.0,0.0,0.0,0.0,0.0,2.71,-41.793,-124.651,61.121,40
Obexelimab,G1,Kappa,28331.57,-212.29,219,219,438,13588.14,-245.43,7,17,1209.6,0.6221,0.3228,3887.78,720.9906,2.412,2.351,-3.883,1,4,409.3,102.3242,102.3242,409.3,41880.9459,5.42,-158.271,-11.955,-2.708,64,4,11,794.78,0.8572,0.3613,1875.78,681.2563,-0.599,7.536,-2.201,0,0,0.0,0.0,0.0,0.0,0.0,2.7,-125.678,-110.871,71.51,39
Obiltoxaximab,G1,Kappa,25268.07,-375.66,217,214,431,13408.68,-265.5,5,7,493.62,0.7011,0.1872,1755.47,306.8142,6.812,12.114,-2.97,0,0,0.0,0.0,0.0,0.0,0.0,3.61,-153.617,-525.857,469.42,67,3,7,437.62,0.7011,0.2095,1006.55,306.8142,7.359,11.245,-2.061,0,0,0.0,0.0,0.0,0.0,0.0,1.8,-61.751,-443.692,150.168,40
Obinutuzumab,G1,Kappa,30040.05,-112.26,217,219,436,14181.94,-239.32,7,17,1682.21,0.887,0.4084,4317.53,1377.8005,-6.007,-11.384,6.849,0,0,0.0,0.0,0.0,0.0,0.0,4.51,-183.826,635.765,158.185,65,4,7,416.51,0.6175,0.3336,1373.23,257.1732,1.004,2.375,8.548,0,0,0.0,0.0,0.0,0.0,0.0,2.71,-146.463,-299.556,243.664,38
Ocankitug,G1,Kappa,29505.04,-123.08,215,214,429,15450.79,-128.82,7,18,1655.07,0.8581,0.485,4996.14,847.8565,9.817,8.914,0.694,1,5,614.49,122.8989,122.8989,614.49,75520.6932,6.33,72.699,632.126,-141.616,71,4,7,519.96,0.7703,0.6711,1733.95,387.3479,2.589,9.147,2.261,0,0,0.0,0.0,0.0,0.0,0.0,3.62,35.892,76.75,-103.937,38
Ociperlimab,G1,Kappa,29262.56,-146.92,217,214,431,14390.17,-183.31,6,17,1077.08,1.0627,0.3992,3039.15,331.7884,2.952,10.494,-3.483,0,0,0.0,0.0,0.0,0.0,0.0,4.51,-536.753,200.16,-805.173,60,4,8,528.4,1.2226,0.4446,1463.29,289.6027,-1.115,10.746,1.585,0,0,0.0,0.0,0.0,0.0,0.0,2.71,-195.241,45.92,-429.013,34
Ocrelizumab,G1,Kappa,27148.99,-19.46,220,213,433,13212.44,-121.59,5,22,1964.62,0.8858,0.502,3749.22,1041.5195,12.564,-3.165,-7.302,2,6,558.8,130.5514,111.8425,1081.01,68174.6319,5.43,-43.688,-397.775,354.992,62,2,11,986.66,0.6337,0.52,1404.87,400.8322,4.84,-5.662,-7.716,0,0,0.0,0.0,0.0,0.0,0.0,2.71,-152.205,-261.799,517.962,35
Odesivimab,G1,Kappa,26169.99,-91.38,216,220,436,11979.91,-234.29,6,9,748.13,1.0479,0.5127,2793.74,496.7799,-10.303,-0.42,6.591,0,0,0.0,0.0,0.0,0.0,0.0,4.51,83.317,333.255,534.567,58,2,7,423.18,0.6528,0.6237,716.71,276.2645,-2.102,11.022,-0.98,0,0,0.0,0.0,0.0,0.0,0.0,1.8,-586.454,-61.854,-144.883,36
Ofatumumab,G1,Kappa,25148.51,-239.34,220,214,434,12894.07,-212.52,3,13,928.79,0.653,0.4053,2005.09,337.1784,1.705,5.799,0.352,0,0,0.0,0.0,0.0,0.0,0.0,4.51,-325.121,501.279,-367.282,61,3,7,437.7,0.653,0.3961,1056.67,285.8264,2.333,4.998,-5.585,0,0,0.0,0.0,0.0,0.0,0.0,1.8,-178.916,93.577,-120.941,34
Ogalvibart,G1,Kappa,24738.4,-109.57,217,214,431,11390.3,-166.89,6,9,698.01,1.2017,0.6055,2388.3,460.4129,-4.097,3.963,-10.372,0,0,0.0,0.0,0.0,0.0,0.0,5.43,297.117,360.157,-241.273,60,2,5,383.13,1.2017,0.939,697.5,460.4129,-2.115,7.345,-7.821,0,0,0.0,0.0,0.0,0.0,0.0,1.8,-31.796,-55.391,70.406,36
Olaratumab,G1,Kappa,22215.59,-225.01,225,214,439,10996.18,-261.14,5,11,646.86,1.5413,0.4714,2344.71,923.9016,-1.605,-10.913,-4.25,1,4,599.45,149.8621,149.8621,599.45,89834.566,3.61,179.406,283.166,-262.182,58,2,6,364.7,0.5858,0.1898,578.31,213.6383,-0.856,6.772,2.039,0,0,0.0,0.0,0.0,0.0,0.0,1.8,257.073,-184.927,-67.478,39
Oleclumab,G1,Lambda,27523.41,-29.81,215,216,431,14116.45,-148.25,7,26,1995.75,1.1152,0.3641,4030.54,1610.8805,4.654,-4.129,19.387,0,0,0.0,0.0,0.0,0.0,0.0,4.52,-97.559,-539.317,-308.354,56,6,6,421.79,1.1152,0.3897,1790.32,470.3729,-2.451,-5.436,8.917,0,0,0.0,0.0,0.0,0.0,0.0,2.71,-115.252,69.97,28.901,28
Olendalizumab,G2,Kappa,27787.78,-328.8,204,218,422,13987.31,-250.48,4,17,1117.78,0.608,0.335,2509.34,455.2148,-8.978,-10.058,-2.483,0,0,0.0,0.0,0.0,0.0,0.0,5.42,528.085,139.94,-623.803,68,3,7,400.21,0.608,0.3115,1152.29,218.7622,-4.798,-9.376,-1.739,0,0,0.0,0.0,0.0,0.0,0.0,2.7,351.191,529.299,-285.951,36
Olintatug,G1,Kappa,24221.08,-365.37,214,219,433,13620.79,-276.14,5,9,655.14,0.6217,0.3491,1828.22,327.509,6.31,4.054,-5.659,0,0,0.0,0.0,0.0,0.0,0.0,5.42,-266.22,656.999,-487.706,73,2,5,338.7,0.6217,0.5392,572.0,210.5717,6.843,9.327,-3.566,0,0,0.0,0.0,0.0,0.0,0.0,3.61,-1.74,-102.923,-251.006,38
Olinvacimab,G1,Lambda,23274.64,-197.36,219,213,432,11131.11,-223.71,5,9,863.79,1.3219,0.5744,2940.64,1141.8751,-6.089,12.571,2.224,2,4,442.68,110.6692,104.3201,834.56,48990.7111,6.33,80.682,-562.608,-36.391,69,2,6,444.97,0.7121,0.4842,818.84,266.2223,-3.734,3.698,-7.01,0,0,0.0,0.0,0.0,0.0,0.0,2.71,-324.911,187.819,101.378,37
Oloctinebart,G4,Kappa,24908.28,-222.11,200,219,419,12162.02,-214.83,5,22,1746.62,1.1387,0.6408,3045.05,745.8205,-3.563,3.087,1.732,1,4,302.27,75.5673,75.5673,302.27,22841.6604,5.42,183.857,-206.675,-522.223,73,3,6,362.19,0.6144,0.4896,940.68,205.8079,-0.776,-6.269,-0.315,0,0,0.0,0.0,0.0,0.0,0.0,2.71,289.561,289.566,-81.25,42
Olokizumab,G4,Kappa,23954.45,-224.05,204,214,418,12417.63,-252.13,2,15,1172.38,0.6643,0.4484,1755.58,387.4015,5.288,12.121,-4.349,0,0,0.0,0.0,0.0,0.0,0.0,4.51,-80.74,146.565,-674.199,71,1,6,408.07,0.2623,0.2623,408.07,107.0492,0.173,-1.671,-8.625,0,0,0.0,0.0,0.0,0.0,0.0,2.71,320.08,175.751,-307.923,38
Omalizumab,G1,Kappa,22543.26,-261.62,219,218,437,11492.05,-268.54,3,9,673.75,0.6548,0.4646,1551.45,303.0144,5.507,0.166,-10.503,0,0,0.0,0.0,0.0,0.0,0.0,7.24,93.629,252.899,355.286,68,1,7,410.62,0.6548,0.6548,410.62,268.8708,-1.019,10.237,-8.977,0,0,0.0,0.0,0.0,0.0,0.0,2.7,309.453,-107.112,-525.052,41
Omectatug,G1,Kappa,35502.03,-189.67,216,220,436,18218.5,-141.42,6,14,937.47,1.2719,0.3586,3399.61,555.1991,5.712,0.424,-23.562,0,0,0.0,0.0,0.0,0.0,0.0,4.51,167.9,141.602,1043.557,62,3,5,599.88,1.2719,0.5729,1249.47,555.1991,-5.546,1.072,-9.381,0,0,0.0,0.0,0.0,0.0,0.0,1.8,-142.781,-282.832,569.047,31
Ongericimab,G4,Kappa,27815.55,-58.67,195,213,408,14563.07,-158.36,7,19,1679.5,0.8586,0.2962,3497.76,1442.0303,16.035,0.252,-2.654,1,4,415.9,103.9743,103.9743,415.9,43242.5899,7.24,-140.679,-580.181,-118.72,71,2,6,349.14,0.6662,0.2837,610.7,232.5795,10.087,-5.014,-4.133,0,0,0.0,0.0,0.0,0.0,0.0,3.62,-250.516,127.611,188.74,41
Ontamalimab,G2,Kappa,31227.0,-118.15,208,219,427,16212.09,-131.6,8,15,1530.7,0.7486,0.451,5297.29,965.7249,-1.25,0.343,7.418,0,0,0.0,0.0,0.0,0.0,0.0,4.51,-427.432,-22.758,-159.123,69,5,13,1006.49,0.7486,0.4927,2549.25,563.975,5.527,9.117,1.585,0,0,0.0,0.0,0.0,0.0,0.0,2.71,-308.566,-352.898,143.823,38
Ontuxizumab,G1,Kappa,27194.18,-178.14,222,215,437,13443.73,-184.33,4,8,499.58,0.6219,0.1852,1479.01,256.8128,-0.764,6.041,13.237,0,0,0.0,0.0,0.0,0.0,0.0,4.52,-1017.614,313.261,-267.122,61,3,8,412.94,0.6219,0.1877,979.43,256.8128,5.921,13.011,5.728,0,0,0.0,0.0,0.0,0.0,0.0,1.8,-281.926,-105.142,77.351,32
Ordesekimab,G1,Kappa,26350.08,-57.11,216,214,430,13616.26,-175.49,3,12,993.8,1.0249,0.6527,1638.4,1018.5493,-12.675,-3.187,-5.919,1,4,534.1,133.5238,133.5238,534.1,71314.4456,4.51,-218.582,-210.119,-762.112,67,1,5,363.88,1.0822,1.0822,363.88,393.7985,1.349,-8.628,-6.808,0,0,0.0,0.0,0.0,0.0,0.0,2.71,219.452,-130.444,-498.858,42
Orilanolimab,G4,Kappa,27292.14,-210.53,202,214,416,14997.09,-104.66,6,9,490.87,1.3232,0.3959,2226.7,635.1282,16.331,8.003,1.239,0,0,0.0,0.0,0.0,0.0,0.0,4.51,110.839,742.709,-213.575,66,4,7,480.0,1.3232,0.5685,1353.48,635.1282,4.818,7.416,4.415,0,0,0.0,0.0,0.0,0.0,0.0,2.71,-163.499,95.914,-603.979,37
Ormutivimab,G1,Lambda,24399.78,-174.8,225,218,443,12546.51,-193.5,6,15,1409.43,0.6892,0.4665,3354.13,971.408,-3.175,5.456,0.486,0,0,0.0,0.0,0.0,0.0,0.0,4.52,-161.527,-451.413,-90.505,66,4,10,730.2,0.6678,0.5503,1588.97,360.027,2.843,1.868,-5.333,0,0,0.0,0.0,0.0,0.0,0.0,2.71,-116.508,-30.946,-52.001,33
Orticumab,G1,Lambda,23251.63,-40.69,219,216,435,11983.34,-135.63,5,18,1453.93,0.9827,0.5633,3029.8,1428.8248,-7.642,-9.634,-7.454,0,0,0.0,0.0,0.0,0.0,0.0,4.52,60.832,400.968,175.375,56,3,6,459.41,1.1895,0.7158,1019.18,546.483,-3.661,6.506,-10.421,0,0,0.0,0.0,0.0,0.0,0.0,1.8,-86.031,49.267,-222.782,28
Osemitamab,G1,Kappa,28468.56,-102.8,216,220,436,13872.57,-161.6,4,15,1518.39,0.6205,0.4852,2788.18,905.4383,2.01,-3.901,-10.435,0,0,0.0,0.0,0.0,0.0,0.0,4.52,-611.119,-292.31,-428.508,64,3,5,418.62,0.8609,0.6624,1183.99,360.4078,2.904,-8.523,-0.74,0,0,0.0,0.0,0.0,0.0,0.0,1.8,-660.423,60.816,-177.933,37
Otelixizumab,G1,Lambda,25801.61,-186.37,217,216,433,13293.25,-208.47,6,7,518.45,0.5095,0.3984,2194.65,215.2453,3.242,9.16,-1.843,0,0,0.0,0.0,0.0,0.0,0.0,6.33,-368.825,587.156,397.591,64,1,7,442.91,0.4777,0.4777,442.91,211.5697,-4.538,5.4,3.959,0,0,0.0,0.0,0.0,0.0,0.0,4.52,-99.851,-179.333,253.209,35
Otilimab,G1,Lambda,24101.86,21.76,215,210,425,11848.04,-184.95,6,8,673.23,0.9933,0.6182,2784.51,668.695,9.787,-1.729,-6.765,0,0,0.0,0.0,0.0,0.0,0.0,3.61,-117.846,-944.587,233.773,59,2,5,505.62,0.9479,0.8029,805.62,479.3005,9.47,-5.929,4.615,0,0,0.0,0.0,0.0,0.0,0.0,1.8,25.847,-335.842,289.023,34
Oturkibart,G4,Kappa,26785.06,-206.07,201,217,418,14308.03,-183.66,5,11,808.55,0.7027,0.5244,2330.73,520.625,6.636,6.323,-1.158,0,0,0.0,0.0,0.0,0.0,0.0,4.51,-855.473,26.712,269.554,70,2,7,586.37,0.7172,0.6682,947.71,420.5628,4.259,7.095,1.678,0,0,0.0,0.0,0.0,0.0,0.0,1.8,-772.757,-192.266,582.997,38
Ozuriftamab,G1,Kappa,27985.05,-105.77,220,213,433,14383.98,-192.94,6,13,1064.63,0.7719,0.3227,3461.81,600.4206,3.225,6.797,4.367,0,0,0.0,0.0,0.0,0.0,0.0,6.34,135.422,430.719,19.607,67,4,8,392.46,0.6715,0.1256,1425.51,263.5275,7.881,10.095,1.384,0,0,0.0,0.0,0.0,0.0,0.0,2.71,-59.909,-64.738,233.049,37
Pabinafusp,G1,Kappa,30921.13,-138.68,216,219,435,14971.2,-235.72,7,10,675.43,0.8297,0.3781,3285.25,442.5865,1.806,-8.861,1.793,0,0,0.0,0.0,0.0,0.0,0.0,6.33,-98.356,620.131,-436.182,66,2,7,418.0,0.624,0.2574,835.49,260.5118,-6.62,1.888,10.394,0,0,0.0,0.0,0.0,0.0,0.0,4.53,350.593,93.461,-290.025,38
Pacibekitug,G2,Kappa,24213.4,-228.38,200,214,414,11839.1,-194.45,5,10,565.53,0.6971,0.2011,1946.8,229.3287,15.117,5.761,-0.85,0,0,0.0,0.0,0.0,0.0,0.0,4.51,471.344,95.283,124.037,70,3,9,461.09,0.6971,0.304,1085.58,229.3287,2.736,12.016,2.668,0,0,0.0,0.0,0.0,0.0,0.0,1.8,-106.007,-212.545,303.22,37
Pacmilimab,G4,Kappa,22453.41,-189.76,200,214,414,11386.71,-222.5,4,16,1019.47,1.3836,0.8362,2481.72,630.9953,3.789,4.606,-0.844,0,0,0.0,0.0,0.0,0.0,0.0,3.61,416.734,-369.002,118.462,65,1,6,354.81,0.6406,0.6406,354.81,227.3037,3.459,-6.407,-1.541,0,0,0.0,0.0,0.0,0.0,0.0,1.8,90.877,52.742,20.725,37
Palivizumab,G1,Kappa,26135.15,-80.59,218,213,431,12388.46,-148.32,6,26,2216.29,0.6535,0.2625,4123.04,1431.6366,8.134,11.752,-4.488,0,0,0.0,0.0,0.0,0.0,0.0,4.52,-325.313,413.036,170.221,63,4,6,417.25,0.7834,0.4885,1429.74,326.8734,1.587,13.875,-5.467,0,0,0.0,0.0,0.0,0.0,0.0,2.71,-156.705,-16.51,213.486,39
Pamrevlumab,G1,Kappa,28228.49,-198.49,218,214,432,14593.42,-211.28,5,14,1093.1,0.6845,0.3218,2804.27,748.2179,0.43,-7.489,5.963,0,0,0.0,0.0,0.0,0.0,0.0,5.43,-133.181,-774.566,149.0,55,3,7,497.51,0.8822,0.5517,1127.79,438.9173,-3.076,-9.223,-8.786,0,0,0.0,0.0,0.0,0.0,0.0,1.8,308.717,-80.317,318.108,34
Panitumumab,G2,Kappa,25615.08,-229.85,203,214,417,12564.0,-252.45,4,14,930.73,1.3839,0.6168,2392.63,644.6844,-2.205,-6.168,-3.555,0,0,0.0,0.0,0.0,0.0,0.0,6.33,19.875,126.589,-10.292,69,3,9,762.18,0.6719,0.4098,1394.4,503.2027,-2.523,11.105,0.807,0,0,0.0,0.0,0.0,0.0,0.0,3.62,23.621,-157.511,-244.047,39
Paridiprubart,G1,Kappa,30027.36,-181.2,216,214,430,15578.72,-191.51,7,8,764.7,0.9279,0.3306,2909.53,412.3293,7.249,13.638,-8.414,0,0,0.0,0.0,0.0,0.0,0.0,9.06,-329.4,300.178,739.491,66,4,5,403.39,0.6504,0.3373,1393.08,262.3562,2.851,9.556,-0.508,0,0,0.0,0.0,0.0,0.0,0.0,5.43,-331.954,-350.099,536.901,39
Patritumab,G1,Kappa,27147.49,-12.27,215,220,435,13758.03,-191.37,5,9,830.49,0.6079,0.4069,2243.35,491.2853,0.583,3.304,-5.508,0,0,0.0,0.0,0.0,0.0,0.0,4.51,240.098,-468.682,-349.44,66,2,5,360.82,0.6079,0.44,660.78,219.3454,12.787,-1.302,-1.234,0,0,0.0,0.0,0.0,0.0,0.0,1.79,-63.112,87.46,33.209,41
Pembrolizumab,G4,Kappa,26623.03,-168.66,204,218,422,12870.87,-208.23,3,40,3054.19,0.7551,0.3974,3712.59,961.2105,11.371,-0.428,-2.157,0,0,0.0,0.0,0.0,0.0,0.0,5.42,-349.619,279.085,-24.033,73,2,8,326.44,0.1722,0.0255,636.23,53.3528,6.444,3.401,4.997,0,0,0.0,0.0,0.0,0.0,0.0,3.61,-326.482,12.397,-369.435,41
Pemivibart,G1,Lambda,27763.55,-135.93,222,218,440,14000.47,-181.51,5,11,929.72,0.6923,0.5016,2383.32,539.4978,-4.415,-2.048,-1.667,0,0,0.0,0.0,0.0,0.0,0.0,4.52,311.653,590.829,142.671,65,1,4,227.13,0.529,0.529,227.13,120.1452,-4.341,-2.691,8.852,0,0,0.0,0.0,0.0,0.0,0.0,2.71,14.629,-50.544,75.253,31
Penpulimab,G1,Kappa,28965.93,-76.6,216,214,430,16197.52,-120.05,9,8,708.29,0.9113,0.563,3836.32,425.1957,-10.295,-8.765,10.518,0,0,0.0,0.0,0.0,0.0,0.0,3.61,-668.094,-67.919,-73.194,59,3,6,708.29,0.6003,0.5505,1396.97,425.1957,-11.201,-6.444,0.908,0,0,0.0,0.0,0.0,0.0,0.0,1.8,-294.983,-18.513,308.812,35
Pepinemab,G4,Kappa,23129.15,-303.58,202,218,420,11898.01,-308.46,3,20,1269.01,0.94,0.63,1873.75,560.7479,-4.709,0.365,2.803,1,5,382.02,76.4037,76.4037,382.02,29187.5994,5.42,1257.685,-954.335,-43.71,72,2,6,349.44,0.648,0.5781,572.16,226.453,-5.535,-12.17,-0.255,0,0,0.0,0.0,0.0,0.0,0.0,1.79,867.377,-111.295,423.339,38
Perenostobart,G4,Kappa,30493.04,-121.46,205,214,419,15378.95,-147.37,9,13,996.68,0.7855,0.4674,5104.21,692.1096,-8.778,-3.658,1.284,0,0,0.0,0.0,0.0,0.0,0.0,4.51,-60.819,505.894,39.753,69,5,8,553.27,0.6376,0.3389,1981.76,352.737,-3.621,5.279,-6.025,0,0,0.0,0.0,0.0,0.0,0.0,2.71,-250.837,-136.789,127.924,34
Peresolimab,G1,Kappa,29382.22,-177.71,217,217,434,14174.6,-132.24,6,17,1327.33,0.7459,0.4953,3988.53,757.957,1.887,-2.952,12.449,1,4,200.75,50.1876,50.1876,200.75,10075.1742,3.61,306.531,-1.299,356.484,55,3,8,499.07,0.7422,0.3808,1161.24,370.4279,1.821,0.27,2.826,1,4,200.75,50.1876,50.1876,200.75,10075.1742,1.8,446.718,-126.111,120.124,29
Pertuzumab,G1,Kappa,27689.39,-140.94,217,214,431,14973.01,-96.47,5,6,875.16,0.7458,0.5198,2135.63,521.5637,1.973,-1.664,15.56,0,0,0.0,0.0,0.0,0.0,0.0,3.61,-401.828,-338.025,758.865,60,2,6,875.16,0.7001,0.648,1242.13,521.5637,4.725,-0.325,2.955,0,0,0.0,0.0,0.0,0.0,0.0,1.8,-422.88,-122.603,357.292,33
Pidilizumab,G1,Kappa,22783.38,-236.47,215,213,428,11354.97,-153.7,7,6,451.59,0.9147,0.4871,2108.47,205.4898,4.742,11.329,3.535,0,0,0.0,0.0,0.0,0.0,0.0,4.52,181.813,286.783,44.746,66,4,4,306.38,0.9147,0.3372,966.78,205.4898,2.028,9.693,-4.128,0,0,0.0,0.0,0.0,0.0,0.0,2.71,150.956,234.802,38.203,36
Pimivalimab,G4,Kappa,22272.33,-285.74,202,214,416,11378.66,-224.08,2,17,1070.47,0.3986,0.089,1356.75,426.671,-1.344,1.865,-0.214,0,0,0.0,0.0,0.0,0.0,0.0,4.51,-220.636,583.179,-174.85,73,2,7,406.49,0.6877,0.2336,692.77,279.5338,-3.12,9.744,7.936,0,0,0.0,0.0,0.0,0.0,0.0,1.8,145.361,-4.357,-235.401,40
Pimurutamab,G1,Kappa,25942.43,-256.67,217,214,431,12375.27,-280.29,7,7,583.8,0.8951,0.304,2785.87,501.5143,3.76,-1.503,0.357,0,0,0.0,0.0,0.0,0.0,0.0,5.42,120.73,363.416,-233.815,62,2,6,365.84,0.3056,0.0053,579.97,65.4365,0.189,-0.769,4.057,0,0,0.0,0.0,0.0,0.0,0.0,2.7,70.281,91.931,-127.862,37
Plonmarlimab,G1,Kappa,24100.06,-194.1,218,214,432,11452.46,-181.78,4,11,779.0,1.0608,0.5978,1985.03,381.4117,9.248,-3.879,-4.154,0,0,0.0,0.0,0.0,0.0,0.0,6.34,-505.399,215.568,447.016,76,1,7,395.81,0.6676,0.6676,395.81,264.2462,2.918,9.115,-0.94,0,0,0.0,0.0,0.0,0.0,0.0,2.71,-235.12,-103.042,230.618,39
Plozalizumab,G1,Kappa,30196.91,-75.33,215,219,434,17650.14,-113.67,5,23,1944.17,0.6249,0.3384,3834.0,989.3894,-11.93,2.947,-5.805,0,0,0.0,0.0,0.0,0.0,0.0,4.51,522.41,-155.482,-228.864,70,2,5,532.18,0.7118,0.519,750.27,378.8239,-11.513,0.932,-8.61,0,0,0.0,0.0,0.0,0.0,0.0,2.71,110.054,204.716,-80.302,36
Plutavimab,G1,Kappa,27520.77,-143.16,215,214,429,14087.78,-182.91,7,11,690.37,0.7785,0.475,3209.61,475.3303,-15.363,-3.582,11.579,0,0,0.0,0.0,0.0,0.0,0.0,3.61,809.939,-428.713,-131.405,54,5,11,610.54,0.7785,0.4679,1792.41,475.3303,-7.458,-9.081,-2.329,0,0,0.0,0.0,0.0,0.0,0.0,1.8,397.868,-58.95,144.607,30
Polatuzumab,G1,Kappa,27704.42,-211.07,215,218,433,13774.33,-265.95,7,11,714.04,1.0303,0.4119,3138.09,532.0498,-0.119,6.921,-1.654,0,0,0.0,0.0,0.0,0.0,0.0,3.6,-316.911,-151.863,20.06,60,1,7,392.68,0.6817,0.6817,392.68,267.6853,2.856,9.039,-1.44,0,0,0.0,0.0,0.0,0.0,0.0,1.79,-410.595,-304.287,-653.811,33
