Therapeutic,CH1 Isotype,VD LC,Fab_Total_SASA,Ch_A_length,Ch_B_length,Fab_Total_AAs,N_Disulfide_Bonds,N_Salt_Bridges,N_Hydrogen_Bonds,Delta_H_REF,Delta_Cp_Proxy,Hydrophobic_SASA_Folded,Polar_SASA_Folded,Hydrophobic_SASA_Unfolded,Polar_SASA_Unfolded,Delta_SASA_Hydrophobic,Delta_SASA_Polar,Delta_G_NU,Delta_G_NU_at_T_REF,Delta_S_REF,Tm_Proxy_K,Tm_Proxy_C,T_Onset_Proxy_K,T_Onset_Proxy_C,N_Helix,N_Sheet,N_Coil,Pct_Helix,Pct_Sheet,Pct_Coil,Chain_N_Disulfide_Bonds,Chain_N_Salt_Bridges,Chain_N_Hydrogen_Bonds,Chain_Delta_H_REF,Chain_Delta_Cp_Proxy,Chain_Hydrophobic_SASA_Folded,Chain_Polar_SASA_Folded,Chain_Hydrophobic_SASA_Unfolded,Chain_Polar_SASA_Unfolded,Chain_Delta_SASA_Hydrophobic,Chain_Delta_SASA_Polar,Chain_Delta_G_NU,Chain_Delta_G_NU_at_T_REF,Chain_Delta_S_REF,Chain_Tm_Proxy_K,Chain_Tm_Proxy_C,Chain_T_Onset_Proxy_K,Chain_T_Onset_Proxy_C
Gosuranemab,G4,Kappa,28623.43,201,219,420,2,8,289,-128.372,4.738,8025.117,10886.514,28142.0,28400.0,20116.883,17513.486,-207371.208,-207371.208,1339.628,273.15,0.0,273.15,0.0,15,111,283,3.67,27.14,69.19,1,7,147,-76.731,2.38,4090.763,5586.678,14493.0,15227.0,10402.237,9640.322,-207371.208,-207371.208,695.269,273.15,0.0,273.15,0.0
Gotistobart,G1,Kappa,26775.06,223,214,437,2,15,259,-139.586,4.566,7496.566,11717.198,28467.0,33082.0,20970.434,21364.802,-188092.52,-188092.52,1337.414,273.15,0.0,273.15,0.0,36,108,271,8.67,26.02,65.3,1,10,118,-88.431,2.292,2942.752,5474.414,13457.0,16163.0,10514.248,10688.586,-188092.52,-188092.52,630.569,273.15,0.0,273.15,0.0
Gruticibart,G4,Kappa,24798.71,200,214,414,4,20,301,-252.98,4.447,5760.785,10364.154,25802.0,30088.0,20041.215,19723.846,-193390.12,-193390.12,1297.02,273.15,0.0,273.15,0.0,22,148,238,5.39,36.27,58.33,2,9,149,-132.812,2.335,2407.528,5160.479,13090.0,15966.0,10682.472,10805.521,-193390.12,-193390.12,648.188,273.15,0.0,273.15,0.0
Gumokimab,G1,Kappa,29532.49,218,218,436,2,16,274,-122.871,4.164,8925.142,11685.367,28578.0,32667.0,19652.858,20981.633,-205629.717,-205629.717,1387.129,273.15,0.0,273.15,0.0,24,124,280,5.61,28.97,65.42,1,5,137,-50.484,2.081,4420.645,5307.259,14085.0,15346.0,9664.355,10038.741,-205629.717,-205629.717,689.516,273.15,0.0,273.15,0.0
Guselkumab,G1,Lambda,28114.18,215,217,432,3,12,263,-112.341,4.825,8426.355,11525.139,29391.0,30713.0,20964.645,19187.861,-201000.817,-201000.817,1352.659,273.15,0.0,273.15,0.0,18,127,272,4.32,30.46,65.23,1,7,135,-70.075,2.291,3877.0,5784.099,13996.0,15362.0,10119.0,9577.901,-201000.817,-201000.817,673.925,273.15,0.0,273.15,0.0
Ianalumab,G1,Kappa,28969.75,222,215,437,2,17,294,-142.053,4.528,9117.864,11798.565,29671.0,32298.0,20553.136,20499.435,-208721.001,-208721.001,1414.947,273.15,0.0,273.15,0.0,23,150,252,5.41,35.29,59.29,1,9,154,-88.242,2.075,4230.308,5824.58,13904.0,15939.0,9673.692,10114.42,-208721.001,-208721.001,699.758,273.15,0.0,273.15,0.0
Ibalizumab,G4,Kappa,30156.21,206,219,425,4,16,297,-196.645,4.336,7214.196,13466.132,26454.0,31848.0,19239.804,18381.868,-204452.965,-204452.965,1347.355,273.15,0.0,273.15,0.0,12,89,311,2.91,21.6,75.49,2,9,151,-109.629,2.124,3414.836,6700.898,13322.0,17073.0,9907.164,10372.102,-204452.965,-204452.965,685.371,273.15,0.0,273.15,0.0
Ibramvibart,G1,Lambda,27898.92,222,218,440,2,7,278,-126.117,4.859,7515.307,11281.037,28737.0,30920.0,21221.693,19638.963,-196425.827,-196425.827,1354.883,273.15,0.0,273.15,0.0,17,122,283,4.03,28.91,67.06,1,4,142,-86.475,2.407,3021.017,5869.758,13700.0,16066.0,10678.983,10196.242,-196425.827,-196425.827,658.525,273.15,0.0,273.15,0.0
Ibritumomab,G1,Kappa,24968.21,220,213,433,4,14,267,-166.978,4.89,6880.881,10830.611,28919.0,32524.0,22038.119,21693.389,-195452.796,-195452.796,1323.022,273.15,0.0,273.15,0.0,27,166,229,6.4,39.34,54.27,2,9,128,-81.722,2.226,3611.112,4376.226,14096.0,15535.0,10484.888,11158.774,-195452.796,-195452.796,655.278,273.15,0.0,273.15,0.0
Ieramilimab,G4,Kappa,27067.1,209,214,423,2,15,305,-208.311,4.591,6587.579,11839.745,27320.0,32321.0,20732.421,20481.255,-196283.229,-196283.229,1332.689,273.15,0.0,273.15,0.0,16,130,264,3.9,31.71,64.39,1,10,145,-115.049,2.149,2958.052,6023.979,13342.0,17534.0,10383.948,11510.021,-196283.229,-196283.229,657.951,273.15,0.0,273.15,0.0
Ifabotuzumab,G1,Kappa,26001.97,216,214,430,3,13,286,-203.113,4.909,5875.468,11358.315,27509.0,31741.0,21633.532,20382.685,-193207.366,-193207.366,1308.887,273.15,0.0,273.15,0.0,18,111,296,4.24,26.12,69.65,2,9,134,-103.326,2.322,2986.965,5854.015,13491.0,16265.0,10504.035,10410.985,-193207.366,-193207.366,647.674,273.15,0.0,273.15,0.0
Ifinatamab,G1,Kappa,24211.62,220,213,433,4,26,265,-238.494,5.307,5860.253,10456.982,28921.0,31570.0,23060.747,21113.018,-186234.329,-186234.329,1307.506,273.15,0.0,273.15,0.0,21,190,213,4.95,44.81,50.24,2,14,115,-111.742,2.689,2690.329,5005.034,14218.0,15261.0,11527.671,10255.966,-186234.329,-186234.329,624.258,273.15,0.0,273.15,0.0
Iluzanebart,G1,Kappa,29668.52,219,214,433,2,15,260,-90.622,4.908,9495.135,10955.259,30375.0,29219.0,20879.865,18263.741,-202852.404,-202852.404,1380.378,273.15,0.0,273.15,0.0,26,124,263,6.3,30.02,63.68,1,7,129,-45.783,2.171,4608.67,5671.578,14333.0,15132.0,9724.33,9460.422,-202852.404,-202852.404,680.217,273.15,0.0,273.15,0.0
Imeroprubart,G1,Lambda,22322.88,219,214,433,4,18,246,-175.018,5.319,6359.295,8745.671,29326.0,29497.0,22966.705,20751.329,-187900.915,-187900.915,1292.982,273.15,0.0,273.15,0.0,17,186,215,4.07,44.5,51.44,2,12,117,-102.12,2.366,2835.21,4540.677,13425.0,14829.0,10589.79,10288.323,-187900.915,-187900.915,629.88,273.15,0.0,273.15,0.0
Imsidolimab,G4,Kappa,31257.31,204,219,423,4,12,289,-105.688,4.449,9892.474,11580.343,29086.0,28884.0,19193.526,17303.657,-206183.139,-206183.139,1398.312,273.15,0.0,273.15,0.0,13,109,289,3.16,26.52,70.32,2,9,143,-87.753,2.527,3969.893,5031.391,14910.0,14972.0,10940.107,9940.609,-206183.139,-206183.139,691.247,273.15,0.0,273.15,0.0
Imzokitug,G1,Kappa,27244.72,214,219,433,4,30,275,-229.703,4.808,7251.883,11036.917,28315.0,30645.0,21063.117,19608.083,-199022.391,-199022.391,1356.297,273.15,0.0,273.15,0.0,18,142,258,4.31,33.97,61.72,2,14,128,-106.834,2.392,3406.642,5239.616,14153.0,15756.0,10746.358,10516.384,-199022.391,-199022.391,667.166,273.15,0.0,273.15,0.0
Inclacumab,G4,Kappa,23276.8,208,214,422,4,20,284,-230.816,5.077,5967.353,8985.112,27928.0,28898.0,21960.647,19912.888,-191836.762,-191836.762,1301.184,273.15,0.0,273.15,0.0,12,155,248,2.89,37.35,59.76,2,10,135,-114.962,2.552,2721.523,4582.662,13983.0,15221.0,11261.477,10638.338,-191836.762,-191836.762,643.038,273.15,0.0,273.15,0.0
Indematug,G1,Lambda,26150.72,222,217,439,2,11,279,-144.084,5.195,7476.644,9902.977,29849.0,30003.0,22372.356,20100.023,-193658.635,-193658.635,1356.916,273.15,0.0,273.15,0.0,24,147,252,5.67,34.75,59.57,1,7,127,-78.73,2.599,3210.807,5203.716,14488.0,15499.0,11277.193,10295.284,-193658.635,-193658.635,649.27,273.15,0.0,273.15,0.0
Indenebart,G1,Lambda,26893.04,220,221,441,2,14,247,-113.544,4.871,7898.258,10013.895,29458.0,30508.0,21559.742,20494.105,-202001.49,-202001.49,1342.456,273.15,0.0,273.15,0.0,17,140,265,4.03,33.18,62.8,1,7,117,-38.613,2.442,4415.472,5414.747,14992.0,15028.0,10576.528,9613.253,-202001.49,-202001.49,677.387,273.15,0.0,273.15,0.0
Inebilizumab,G1,Kappa,25578.19,219,218,437,3,14,295,-192.974,5.184,6801.032,9497.634,29155.0,29634.0,22353.968,20136.366,-199773.899,-199773.899,1356.026,273.15,0.0,273.15,0.0,19,146,256,4.51,34.68,60.81,2,8,151,-118.352,2.49,2905.919,4585.604,13921.0,15041.0,11015.081,10455.396,-199773.899,-199773.899,669.648,273.15,0.0,273.15,0.0
Infliximab,G1,Kappa,29675.15,218,214,432,2,24,290,-189.646,4.463,8174.147,12006.97,27889.0,30678.0,19714.853,18671.03,-201272.528,-201272.528,1384.354,273.15,0.0,273.15,0.0,16,104,305,3.76,24.47,71.76,1,11,151,-115.315,2.354,3347.384,5826.96,13689.0,15514.0,10341.616,9687.04,-201272.528,-201272.528,674.685,273.15,0.0,273.15,0.0
Inlecitug,G1,Kappa,23248.54,215,213,428,4,14,264,-191.994,4.702,5760.233,9956.384,27362.0,31975.0,21601.767,22018.616,-191370.299,-191370.299,1282.006,273.15,0.0,273.15,0.0,23,174,218,5.54,41.93,52.53,2,8,143,-120.545,2.371,2498.193,4853.312,13385.0,15941.0,10886.807,11087.688,-191370.299,-191370.299,641.455,273.15,0.0,273.15,0.0
Ipilimumab,G1,Kappa,26908.2,216,215,431,2,16,278,-156.013,4.769,7759.497,10513.893,28842.0,30508.0,21082.503,19994.107,-192832.579,-192832.579,1351.987,273.15,0.0,273.15,0.0,21,139,244,5.2,34.41,60.4,1,8,130,-88.533,2.396,3098.668,5064.88,13764.0,15319.0,10665.332,10254.12,-192832.579,-192832.579,646.467,273.15,0.0,273.15,0.0
Isatuximab,G1,Kappa,24699.29,218,214,432,4,12,276,-175.728,4.55,6570.886,10556.355,27505.0,31954.0,20934.114,21397.645,-196103.076,-196103.076,1320.272,273.15,0.0,273.15,0.0,19,139,262,4.52,33.1,62.38,2,8,139,-98.598,2.14,3216.09,4593.554,13488.0,15862.0,10271.91,11268.446,-196103.076,-196103.076,657.402,273.15,0.0,273.15,0.0
Iscalimab,G1,Kappa,28480.76,218,219,437,2,15,292,-152.479,4.841,8300.823,11054.685,29229.0,30009.0,20928.177,18954.315,-205856.898,-205856.898,1390.521,273.15,0.0,273.15,0.0,8,142,280,1.86,33.02,65.12,1,10,142,-86.844,2.266,3966.246,5676.75,14155.0,15662.0,10188.754,9985.25,-205856.898,-205856.898,690.156,273.15,0.0,273.15,0.0
Isuventatug,G1,Kappa,25643.64,219,219,438,0,15,302,-196.798,5.532,6608.061,10099.827,30048.0,30409.0,23439.939,20309.173,-201945.402,-201945.402,1358.202,273.15,0.0,273.15,0.0,23,144,268,5.29,33.1,61.61,0,9,145,-95.994,2.825,3400.249,4907.546,15230.0,14885.0,11829.751,9977.454,-201945.402,-201945.402,677.006,273.15,0.0,273.15,0.0
Itepekimab,G4,Kappa,26405.72,206,214,420,2,7,285,-154.501,4.732,6659.98,10716.3,27261.0,29655.0,20601.02,18938.7,-197594.407,-197594.407,1300.499,273.15,0.0,273.15,0.0,37,146,227,9.02,35.61,55.37,1,5,142,-79.532,2.434,3458.726,5085.569,14321.0,15576.0,10862.274,10490.431,-197594.407,-197594.407,662.468,273.15,0.0,273.15,0.0
Itolizumab,G1,Kappa,25473.17,217,214,431,0,29,296,-263.221,4.884,5951.178,9999.351,27537.0,30462.0,21585.822,20462.649,-194745.524,-194745.524,1335.779,273.15,0.0,273.15,0.0,20,115,283,4.78,27.51,67.7,0,16,145,-145.308,2.07,2547.693,4829.346,12559.0,15941.0,10011.307,11111.654,-194745.524,-194745.524,652.692,273.15,0.0,273.15,0.0
Ivuxolimab,G2,Kappa,23989.48,202,214,416,3,35,272,-281.588,4.807,5696.468,10597.076,26981.0,30843.0,21284.532,20245.924,-191620.488,-191620.488,1284.412,273.15,0.0,273.15,0.0,14,153,243,3.41,37.32,59.27,2,20,135,-165.858,2.425,2285.679,5236.956,13342.0,16359.0,11056.321,11122.044,-191620.488,-191620.488,642.142,273.15,0.0,273.15,0.0
Ixekizumab,G4,Kappa,23092.7,203,219,422,4,21,261,-225.248,4.93,5430.07,9563.884,27127.0,29956.0,21696.93,20392.116,-194421.079,-194421.079,1265.752,273.15,0.0,273.15,0.0,29,192,188,7.09,46.94,45.97,2,13,127,-115.295,2.556,2868.192,4702.255,14152.0,15376.0,11283.808,10673.745,-194421.079,-194421.079,651.705,273.15,0.0,273.15,0.0
Lacutamab,G1,Kappa,26483.48,216,214,430,0,9,265,-147.424,5.431,6143.033,11561.162,28675.0,30147.0,22531.967,18585.838,-187448.533,-187448.533,1287.576,273.15,0.0,273.15,0.0,27,107,283,6.47,25.66,67.87,0,7,129,-92.605,2.492,2575.794,6028.662,13397.0,15922.0,10821.206,9893.338,-187448.533,-187448.533,628.395,273.15,0.0,273.15,0.0
Lanadelumab,G1,Kappa,24960.74,220,213,433,4,31,274,-239.104,5.053,6995.831,9876.166,29147.0,30532.0,22151.169,20655.834,-191229.989,-191229.989,1349.896,273.15,0.0,273.15,0.0,24,174,223,5.7,41.33,52.97,2,13,129,-118.007,2.287,2839.709,5598.721,13381.0,16410.0,10541.291,10811.279,-191229.989,-191229.989,640.993,273.15,0.0,273.15,0.0
Landogrozumab,G4,Kappa,30812.32,197,215,412,0,12,287,-107.118,4.055,9115.268,11886.314,26897.0,28479.0,17781.732,16592.686,-208255.08,-208255.08,1350.882,273.15,0.0,273.15,0.0,15,80,302,3.78,20.15,76.07,0,5,151,-58.706,1.959,4491.762,6131.017,13437.0,15149.0,8945.238,9017.983,-208255.08,-208255.08,698.294,273.15,0.0,273.15,0.0
Larcaviximab,G1,Kappa,29003.24,217,214,431,2,15,281,-155.452,4.428,7741.921,12510.487,27729.0,32242.0,19987.079,19731.513,-200747.845,-200747.845,1353.548,273.15,0.0,273.15,0.0,31,140,250,7.36,33.25,59.38,1,11,136,-86.98,2.107,3880.794,5874.436,13603.0,15866.0,9722.206,9991.564,-200747.845,-200747.845,673.02,273.15,0.0,273.15,0.0
Lasrekibart,G1,Kappa,28886.85,216,214,430,2,15,266,-139.203,4.413,7791.867,11246.099,27721.0,30937.0,19929.133,19690.901,-201473.808,-201473.808,1337.797,273.15,0.0,273.15,0.0,22,133,259,5.31,32.13,62.56,1,7,146,-84.537,2.062,3738.517,5485.707,13300.0,15393.0,9561.483,9907.293,-201473.808,-201473.808,675.463,273.15,0.0,273.15,0.0
Latozinemab,G1,Kappa,26285.08,220,219,439,4,23,293,-222.681,4.739,7132.769,10837.369,28616.0,32219.0,21483.231,21381.631,-203122.418,-203122.418,1376.319,273.15,0.0,273.15,0.0,28,134,264,6.57,31.46,61.97,2,13,149,-130.161,2.453,3153.575,4795.643,14098.0,15365.0,10944.425,10569.357,-203122.418,-203122.418,680.839,273.15,0.0,273.15,0.0
Lebrikizumab,G4,Kappa,28463.2,202,218,420,2,24,285,-183.483,4.575,8220.698,10759.983,28256.0,29405.0,20035.302,18645.017,-200328.029,-200328.029,1356.517,273.15,0.0,273.15,0.0,21,108,280,5.13,26.41,68.46,1,14,143,-125.517,2.333,3099.301,5180.578,13591.0,15462.0,10491.699,10281.422,-200328.029,-200328.029,671.483,273.15,0.0,273.15,0.0
Lecanemab,G1,Kappa,27572.66,222,219,441,2,14,279,-150.183,4.897,7712.667,10680.258,29187.0,30720.0,21474.333,20039.742,-207923.051,-207923.051,1369.817,273.15,0.0,273.15,0.0,15,159,251,3.53,37.41,59.06,1,11,140,-80.894,2.365,4284.24,5454.11,14530.0,14777.0,10245.76,9322.89,-207923.051,-207923.051,697.106,273.15,0.0,273.15,0.0
Lecankitug,G1,Kappa,28462.25,216,219,435,3,21,293,-210.99,4.889,7120.394,11972.123,28379.0,31465.0,21258.606,19492.877,-202072.503,-202072.503,1365.01,273.15,0.0,273.15,0.0,15,125,286,3.52,29.34,67.14,2,9,128,-71.485,2.275,4020.589,6326.185,14048.0,15779.0,10027.411,9452.815,-202072.503,-202072.503,677.515,273.15,0.0,273.15,0.0
Lemzoparlimab,G4,Kappa,25840.02,202,220,422,2,27,282,-212.209,4.774,7431.63,9387.721,28050.0,28019.0,20618.37,18631.279,-205265.327,-205265.327,1340.791,273.15,0.0,273.15,0.0,16,141,260,3.84,33.81,62.35,1,12,140,-96.862,2.287,3805.536,5593.76,14250.0,16128.0,10444.464,10534.24,-205265.327,-205265.327,688.138,273.15,0.0,273.15,0.0
Lenvervimab,G1,Kappa,26924.68,227,214,441,2,13,274,-155.006,4.951,7159.742,10606.456,29171.0,31716.0,22011.258,21109.544,-194451.429,-194451.429,1349.994,273.15,0.0,273.15,0.0,26,146,259,6.03,33.87,60.09,1,8,134,-89.106,2.133,3235.777,5571.18,13367.0,16505.0,10131.223,10933.82,-194451.429,-194451.429,651.894,273.15,0.0,273.15,0.0
Lerdelimumab,G4,Lambda,26944.68,199,215,414,2,12,270,-141.844,4.312,7366.233,10962.68,26385.0,28916.0,19018.767,17953.32,-193912.733,-193912.733,1296.156,273.15,0.0,273.15,0.0,16,110,272,4.02,27.64,68.34,1,5,136,-81.888,2.098,3124.474,5787.757,12874.0,15930.0,9749.526,10142.243,-193912.733,-193912.733,650.112,273.15,0.0,273.15,0.0
Leronlimab,G4,Kappa,25446.8,206,219,425,4,23,230,-163.321,4.726,6987.177,9745.347,27930.0,29700.0,20942.823,19954.653,-195721.452,-195721.452,1281.679,273.15,0.0,273.15,0.0,17,141,254,4.13,34.22,61.65,2,13,116,-88.845,2.331,3486.199,4928.94,14048.0,15427.0,10561.801,10498.06,-195721.452,-195721.452,656.155,273.15,0.0,273.15,0.0
Lesabelimab,G1,Kappa,27369.98,216,216,432,2,8,259,-93.053,4.556,8237.871,11341.258,28623.0,31132.0,20385.129,19790.742,-196980.873,-196980.873,1338.947,273.15,0.0,273.15,0.0,31,148,239,7.42,35.41,57.18,1,7,123,-57.516,2.188,3899.367,5590.082,14068.0,16166.0,10168.633,10575.918,-196980.873,-196980.873,660.484,273.15,0.0,273.15,0.0
Levilimab,G1,Kappa,27776.62,218,218,436,2,13,257,-101.621,4.246,8615.143,10951.371,28579.0,32136.0,19963.857,21184.629,-199727.117,-199727.117,1359.379,273.15,0.0,273.15,0.0,19,144,258,4.51,34.2,61.28,1,9,132,-80.382,1.923,3664.737,5665.526,13305.0,16957.0,9640.263,11291.474,-199727.117,-199727.117,669.618,273.15,0.0,273.15,0.0
Libevitug,G1,Lambda,21225.65,218,216,434,4,12,238,-162.976,4.927,5560.976,9654.367,28383.0,33259.0,22822.024,23604.633,-186503.807,-186503.807,1261.024,273.15,0.0,273.15,0.0,20,123,279,4.74,29.15,66.11,2,7,120,-91.771,2.226,2569.161,4760.379,13359.0,16779.0,10789.839,12018.621,-186503.807,-186503.807,625.229,273.15,0.0,273.15,0.0
Ligelizumab,G1,Kappa,31214.01,221,214,435,2,6,293,-122.623,4.971,8095.06,13075.424,29235.0,31551.0,21139.94,18475.576,-203442.194,-203442.194,1373.377,273.15,0.0,273.15,0.0,16,116,292,3.77,27.36,68.87,1,3,139,-43.798,2.166,4448.062,7110.711,13862.0,15733.0,9413.938,8622.289,-203442.194,-203442.194,682.202,273.15,0.0,273.15,0.0
Ligufalimab,G4,Kappa,27700.74,201,214,415,2,10,277,-144.621,4.786,7215.149,11212.062,27601.0,29090.0,20385.851,17877.938,-195668.174,-195668.174,1299.379,273.15,0.0,273.15,0.0,13,123,266,3.23,30.6,66.17,1,5,140,-82.001,2.405,3279.97,5644.778,13767.0,15316.0,10487.03,9671.222,-195668.174,-195668.174,655.999,273.15,0.0,273.15,0.0
Lirentelimab,G1,Kappa,27458.6,218,213,431,0,9,295,-153.384,5.212,7104.659,11951.759,29143.0,30958.0,22038.341,19006.241,-192375.324,-192375.324,1343.616,273.15,0.0,273.15,0.0,17,125,275,4.08,29.98,65.95,0,4,136,-73.015,2.61,3159.404,6104.709,14129.0,15438.0,10969.596,9333.291,-192375.324,-192375.324,644.985,273.15,0.0,273.15,0.0
Lirilumab,G4,Kappa,24486.93,207,214,421,4,24,276,-236.449,5.147,6062.042,10549.463,28068.0,30005.0,22005.958,19455.537,-192938.621,-192938.621,1297.551,273.15,0.0,273.15,0.0,12,182,218,2.91,44.17,52.91,2,17,131,-138.345,2.521,2746.212,5062.218,13919.0,15709.0,11172.788,10646.782,-192938.621,-192938.621,646.655,273.15,0.0,273.15,0.0
Litifilimab,G1,Kappa,27317.39,220,218,438,2,15,277,-153.046,4.673,7678.154,11721.111,28571.0,31974.0,20892.846,20252.889,-200120.969,-200120.969,1361.954,273.15,0.0,273.15,0.0,20,122,284,4.69,28.64,66.67,1,9,148,-111.164,2.147,3073.447,5813.189,13076.0,16261.0,10002.553,10447.811,-200120.969,-200120.969,670.836,273.15,0.0,273.15,0.0
Livmoniplimab,G4,Kappa,24454.41,210,214,424,4,21,282,-238.398,4.901,5744.064,10383.341,27295.0,30602.0,21550.936,20218.659,-189988.157,-189988.157,1298.602,273.15,0.0,273.15,0.0,13,164,237,3.14,39.61,57.25,2,7,133,-102.119,2.313,2675.236,5482.734,13332.0,16406.0,10656.764,10923.266,-189988.157,-189988.157,636.881,273.15,0.0,273.15,0.0
Lixudebart,G1,Kappa,30718.88,217,214,431,0,11,314,-125.739,4.607,9290.452,11792.209,29289.0,30065.0,19998.548,18272.791,-202247.235,-202247.235,1419.261,273.15,0.0,273.15,0.0,14,57,343,3.38,13.77,82.85,0,5,152,-78.924,2.257,3723.034,6365.009,13646.0,15674.0,9922.966,9308.991,-202247.235,-202247.235,678.076,273.15,0.0,273.15,0.0
Lomtegovimab,G1,Kappa,25379.16,218,214,432,3,18,282,-203.862,5.207,6485.511,9398.899,28722.0,29010.0,22236.489,19611.101,-195098.382,-195098.382,1329.138,273.15,0.0,273.15,0.0,11,147,258,2.64,35.34,62.02,2,14,134,-122.046,2.423,3038.153,5122.355,13642.0,14973.0,10603.847,9850.645,-195098.382,-195098.382,653.954,273.15,0.0,273.15,0.0
Lumrotatug,G1,Kappa,28163.87,217,214,431,1,12,265,-110.86,4.755,8245.583,11453.438,29093.0,30894.0,20847.417,19440.562,-192313.919,-192313.919,1346.14,273.15,0.0,273.15,0.0,17,76,327,4.05,18.1,77.86,1,6,127,-72.218,2.381,3311.273,6020.621,13825.0,15966.0,10513.727,9945.379,-192313.919,-192313.919,644.782,273.15,0.0,273.15,0.0
Lunlekitug,G1,Kappa,34930.06,216,220,436,2,15,282,-88.756,4.203,10449.778,14563.915,28892.0,31796.0,18442.222,17232.085,-223153.335,-223153.335,1432.244,273.15,0.0,273.15,0.0,18,114,298,4.19,26.51,69.3,1,10,141,-28.636,1.569,6254.556,8744.469,13700.0,16763.0,7445.444,8018.531,-223153.335,-223153.335,748.364,273.15,0.0,273.15,0.0
Lusvertikimab,G4,Kappa,29058.96,206,214,420,3,12,280,-130.106,4.167,8395.752,10940.105,27425.0,30135.0,19029.248,19194.895,-200166.336,-200166.336,1344.894,273.15,0.0,273.15,0.0,16,105,286,3.93,25.8,70.27,2,10,142,-100.977,1.934,3560.9,5166.218,13132.0,16165.0,9571.1,10998.782,-200166.336,-200166.336,671.023,273.15,0.0,273.15,0.0
Magrolimab,G4,Kappa,28389.23,201,219,420,4,22,281,-204.164,4.436,7233.423,11420.502,26884.0,30133.0,19650.577,18712.498,-200882.701,-200882.701,1327.836,273.15,0.0,273.15,0.0,15,108,286,3.67,26.41,69.93,2,12,132,-98.567,2.375,3577.331,5774.882,14083.0,15753.0,10505.669,9978.118,-200882.701,-200882.701,673.433,273.15,0.0,273.15,0.0
Manfidokimab,G4,Kappa,26871.83,200,214,414,3,20,277,-198.181,4.199,6832.746,11517.023,25953.0,30699.0,19120.254,19181.977,-196087.156,-196087.156,1298.819,273.15,0.0,273.15,0.0,8,120,281,1.96,29.34,68.7,2,14,137,-124.739,2.157,3050.447,5443.235,13223.0,16293.0,10172.553,10849.765,-196087.156,-196087.156,657.261,273.15,0.0,273.15,0.0
Margetuximab,G1,Kappa,24437.05,218,214,432,4,25,273,-231.477,4.736,6300.918,9854.684,27849.0,31438.0,21548.082,21583.316,-191414.274,-191414.274,1323.523,273.15,0.0,273.15,0.0,27,170,224,6.41,40.38,53.21,2,15,130,-131.434,2.311,2662.632,4395.985,13384.0,15512.0,10721.368,11116.015,-191414.274,-191414.274,641.566,273.15,0.0,273.15,0.0
Maridebart,G1,Kappa,25094.0,218,214,432,2,13,284,-175.856,5.492,6725.745,9814.947,29927.0,29788.0,23201.255,19973.053,-191527.44,-191527.44,1331.144,273.15,0.0,273.15,0.0,36,132,252,8.57,31.43,60.0,1,5,137,-89.915,2.486,2843.384,5098.949,13883.0,15658.0,11039.616,10559.051,-191527.44,-191527.44,642.085,273.15,0.0,273.15,0.0
Marstacimab,G1,Lambda,25301.86,218,218,436,2,10,263,-138.984,5.129,6880.658,10839.126,29024.0,30834.0,22143.342,19994.874,-192562.775,-192562.775,1319.016,273.15,0.0,273.15,0.0,20,144,245,4.89,35.21,59.9,1,7,121,-72.384,2.3,3224.637,6178.473,13465.0,16028.0,10240.363,9849.527,-192562.775,-192562.775,645.616,273.15,0.0,273.15,0.0
Masavibart,G1,Lambda,24580.5,218,216,434,2,10,276,-178.614,4.958,5815.429,11046.695,28002.0,32596.0,22186.571,21549.305,-188362.705,-188362.705,1301.386,273.15,0.0,273.15,0.0,24,151,242,5.76,36.21,58.03,1,7,126,-92.539,2.239,2618.449,5348.092,13193.0,16652.0,10574.551,11303.908,-188362.705,-188362.705,631.461,273.15,0.0,273.15,0.0
Mavrilimumab,G4,Lambda,22035.02,204,217,421,4,24,198,-153.129,5.167,6274.837,8384.744,28392.0,27990.0,22117.163,19605.256,-172823.179,-172823.179,1224.871,273.15,0.0,273.15,0.0,20,77,317,4.83,18.6,76.57,2,3,75,-29.447,2.508,2622.121,3597.798,14056.0,15092.0,11433.879,11494.202,-172823.179,-172823.179,579.553,273.15,0.0,273.15,0.0
Mazorelvimab,G1,Kappa,30660.0,218,219,437,2,7,316,-112.673,4.777,9573.08,11263.88,30278.0,30119.0,20704.92,18855.12,-210603.409,-210603.409,1438.327,273.15,0.0,273.15,0.0,18,114,294,4.23,26.76,69.01,1,5,154,-69.867,2.421,4325.318,5564.522,14795.0,15057.0,10469.682,9492.478,-210603.409,-210603.409,706.133,273.15,0.0,273.15,0.0
Mecbotamab,G1,Kappa,28422.77,218,214,432,2,19,271,-164.858,4.946,7605.699,11321.776,28876.0,30369.0,21270.301,19047.224,-197240.032,-197240.032,1346.142,273.15,0.0,273.15,0.0,19,124,269,4.61,30.1,65.29,1,9,135,-86.745,2.297,3530.215,5534.193,13778.0,15432.0,10247.785,9897.807,-197240.032,-197240.032,661.255,273.15,0.0,273.15,0.0
